v1,v2,v3,v4,v5
-1.92426945426152,1.38170395581617,2.21541613594736,2.39302360251378,1.4773596079091
-1.89017870548007,1.39344154162562,0.430883973883005,2.20297895234479,3.35222252088774
-2.42957109501546,1.56944571390554,2.74700993301285,0.0338480675877599,3.07383829197132
-1.11504726949626,-0.742510148948213,1.76396855187746,2.92387596389053,3.39722425077878
-3.24860270949383,-0.471496062121335,1.72049477652613,1.14526233225621,3.15826425170106
-1.64808345691581,-0.724116915386609,-0.103880903706558,1.29747884089644,1.19689250935288
-0.921677749016846,2.00045141064873,3.72829978273792,2.34442822167256,3.64933704976906
-1.84611439980642,-0.313203097584791,0.847191185960408,2.23031597442524,4.03258669005199
-4.1092598200898,0.999930989385207,1.19706204261149,1.58524333914791,1.38029205002919
-1.14926990163482,-1.27549441877482,0.288823680794824,3.02147172030919,3.09925991614252
-2.17143017036618,-0.893689682278073,1.76392731974457,0.746021215025024,3.5357481307759
-2.11002563512231,-1.66721909966921,2.47919917712189,2.15590061888041,2.35496716103781
-0.357297960438578,0.0412422767957204,0.809485044784543,2.43993607741366,2.5342361263772
-2.70241815421856,0.619400145298779,0.0825466277208192,1.56155166177171,3.30557200986522
-2.70880407370487,0.216510721039114,-0.331748279778233,2.84601665081923,3.88578173353133
-2.55721367270291,-0.217680492902596,1.60464993760219,1.57800545284029,3.0906531349922
-1.41212202465673,-0.267676299753119,1.32321312877724,3.01515082554179,2.30814149266095
-1.44352394060867,0.265298316522614,-1.16005091463552,1.85637930969513,2.41670728294687
-1.11906759504475,0.395230618303991,2.91291039897763,2.27816400691461,2.66116989297284
-2.53839510753922,1.23042301219197,2.54686529561771,3.04682849931557,3.64508689697357
-1.88364633351451,1.59349551560263,0.313616836082473,0.0868580770783676,0.583959085626747
-1.03850908852251,0.730598036825459,0.407808751203257,3.03748425080333,2.32557938063803
-2.39222504464055,0.541167134845423,1.62688612247201,2.06610911092668,4.2552406198397
-2.24089400126904,-1.11180725569621,1.48878455390702,3.07889064898382,3.53139971359991
-1.14971086740907,1.635148528692,-0.957110947487253,1.51795614179186,4.57789113391279
-1.87986998049704,-0.94857020955462,-0.320849076670686,1.99696137695332,2.64053073680409
-2.57015818133688,0.542784842099072,1.29580577558433,1.24821101344763,3.07402351830606
-3.03850282723411,1.21031738139481,1.33114087834891,2.95828745254871,2.71078176669895
-1.15110832989087,-0.830875374197955,1.03710811380362,1.86983943838122,2.6943913266345
-1.34883957351202,0.582580962727468,2.87668457137527,2.45782237364721,3.24046998230195
-3.53056889265473,-0.206674649787952,0.590043121036021,1.38599452127378,3.78959392439914
-0.9274292947548,-1.46756416073704,0.575418320331259,1.99425584158637,2.73777041584166
-1.5670554386028,1.45265381260012,0.377681718779886,1.39031083014767,3.59332532034403
-1.68969832988712,0.686221384344853,0.669859958313135,2.15944850887955,2.94426170493392
-1.26221131621544,0.651112349134324,0.942534779761389,0.946267131759209,2.56683482589941
-1.2609409511552,-0.39489469721415,1.47957768520815,2.2160147590818,1.46524113740323
-4.60653637769543,-0.00582893794614967,-1.28183902567761,1.97745126704492,3.4609333852944
-1.97618607784812,-1.30497480387095,0.642933976262312,0.728239298692691,2.67797834689239
-0.915488578547208,0.918285259514698,1.78927317136491,2.03278455372095,3.55791803261346
-3.21326323843251,0.43333032556257,-0.783490854941378,1.30583577270212,2.66928128336423
-3.9253310881093,-1.36537911954193,0.89150703758492,1.97390873373851,1.49677382343425
-3.85583589122909,-0.066978758568178,1.32992654152857,2.81952673799253,3.36269027519091
-3.06132992042471,-0.0240048644003347,2.01882801328451,1.86206017643444,2.33270669723593
-0.933404758377624,-1.19086682481569,0.455342087248492,2.21122246789201,2.45581409164689
-1.29840075148448,0.313842021111665,0.665050868412796,3.07670190467848,4.16120630240549
-2.07054782151666,0.379686655463256,1.1307964159826,0.402655577858632,4.26564416211467
-3.13877109132255,-0.526173879526516,1.56095176214471,2.56883030325662,3.92842216309958
-0.333775338434013,-0.922308582976001,0.927280779015043,2.411625312225,3.50227223854875
-1.03943417882013,0.961243634947166,0.128649751845795,2.66481726372088,1.56930621472587
-1.78807076714533,-1.25549223606587,1.73306063484136,2.6286652586749,3.41504347157426
-1.29869850191469,0.452542820889561,0.462621724837682,1.988073235018,4.12751182338562
-0.96096919599604,-0.328972654372607,2.30377584402818,0.764071527305541,4.29191137177346
-3.52208212779141,-0.6424955848585,0.901658273325651,2.84678581883966,1.85310945405628
-0.623130416607406,-1.26073195146653,-0.256399440163283,2.10541643898252,2.78009557454723
-2.59563907653477,0.505943592033742,1.77289743371038,2.09735814646,2.98605461532851
-3.02862309439149,0.365441399242564,0.941498118831507,1.79719232554797,3.57217478526292
-1.73205879837619,-0.185958156059846,0.251727755935777,1.39352936902656,3.77626318045
-3.19772313577003,1.11476903575034,1.05428305273379,2.2821989033999,2.18607463936036
-2.61689956032281,1.2055788657519,1.10383760061717,2.93883752010005,2.70646693605335
-1.58450565149152,-0.59129057198962,2.84851101937154,-0.204169430835252,2.96651468580299
-2.08791149631871,-0.375668565181811,0.80187085475689,2.22809784947905,3.72611367654274
-3.24006769767416,1.484766151855,1.98406153365933,2.49434179599452,3.16324190942242
-2.22306517147441,0.273190644223624,1.41583820899515,3.76420986593348,3.45734339701015
-1.01806581088092,-2.00786342602186,0.0824322643719458,1.40232311525575,2.44966600717433
-1.87926315329235,-0.496924804432854,0.816719685169947,1.78421003766878,0.989474844878853
-2.21569682315215,1.45713112950528,0.512357894896425,2.50818282915732,4.01291516624991
-1.90651169599457,2.30117063848393,1.13090354181411,2.02929395611051,2.32542132824335
-2.18133113646447,-0.817543679978148,0.744459448378836,0.976551507330925,3.84856367036687
-2.25388108477358,-0.737881608821705,1.88354475345737,2.68919614667457,3.87899760703298
-1.44632950916525,-0.490995448423762,-0.984643097920529,3.06542277757005,2.69618041081827
-1.90533459825735,-0.177720255809159,0.487857594398189,1.35102713485643,3.36880161433744
-2.49938567870421,-0.920523324929086,-1.84348256702189,0.891112832747845,3.92713591985325
-3.24445743819169,-1.20061995700845,1.77518520951881,1.61890474586227,4.64497924541329
-2.27864668617707,-0.26419119177835,1.30124397076111,0.856761043813547,1.26491340555617
-0.760874871166788,-0.289380500137548,0.511431513676171,2.81580483980623,2.76624168007368
-1.7998943777365,0.88808120183976,-0.104818432198944,1.01355293112899,3.57208975027229
-2.13316930445372,1.46352620543783,-0.290928369630864,1.41155524851337,2.60317785460602
-3.38673174976383,0.58413543488702,0.753001358903465,0.453793619212277,3.18727114089088
-0.565694019122287,-2.62271220903306,0.576161540913257,2.19988809210083,3.37714865505375
-4.17920031584505,-0.350576592319029,0.107734971258353,2.97050821337914,4.39190602334587
0.045889636770752,-0.601775264588927,-0.864423131191981,0.592039249130421,1.93776316717729
-3.44675799733727,-0.839981930560574,0.200304812856177,1.57968056160607,3.0264591865445
-0.945097507596398,0.552133003568593,0.765423846697975,2.74624854281766,1.59025546683929
-3.51484898248185,-0.683220545286646,-0.430812786223465,1.86763004160299,2.78672370453967
-2.23097039480984,-1.09427534324491,0.967597041503898,2.55436542618999,2.53944917869396
-2.10330771384882,-0.799098074316979,0.861482751226895,1.52679486818294,3.31834633852423
-0.440037463035909,-0.855097940489076,0.447392577137205,1.42505068615786,5.12706313935032
-3.57649408883059,1.69191638516371,0.163293802877725,2.0329417229469,3.42546580373115
-1.87385280352421,0.208669786225307,1.3152387207965,1.89661436607043,4.72101574251276
-2.97398765226377,0.0203164168148636,2.18554693259435,0.7738289641348,3.54611533925623
-1.41672279757364,0.200555865912413,-0.739039975907136,2.51629356116803,3.21825432575285
-1.41900470840319,0.590992088207449,-0.0740491884844969,3.51121742692608,3.69361589141555
-1.23886177971829,-0.929947618594338,0.703616421808428,2.02504467636872,2.34950051320373
-2.86462674988208,1.0249423112072,0.722547880014799,3.0244673161445,4.17584137082107
-1.73506758024956,1.1432022788672,1.01528272936419,0.982583951562495,2.50476778596304
-1.70406212589197,0.531344065952243,2.00487982600016,0.792381338081751,4.77416664656193
-4.31800639467817,0.679070628374829,-0.698058513003089,1.73328666663372,4.06604845975697
-4.68877981235352,-0.196204016841991,0.684978230220168,2.37104723307143,4.37192125134799
-1.16968659943949,-0.776277397092017,0.972338010898039,0.485200559490764,1.98783766593664
-0.102433564576645,0.218677752396996,1.68183363852948,0.974268894847509,3.64077423957081
-0.901314408463483,0.362339647108692,0.176559342717982,3.34587694589116,3.97900886998018
-2.4519899938009,2.73943794983383,2.98312285904842,1.71054948139499,1.28664128296488
